id_movimento;data_movimento;tipo;categoria;descricao;valor;conta_bancaria;conciliado
MB000881;2026-07-21;Entrada;Aluguel;Aluguel - operação 881;8456.1;Banco A;Sim
MB000882;2026-01-30;Entrada;Transferência;Transferência - operação 882;14619.83;Banco B;Não
MB000883;2026-07-06;Saída;Transferência;Transferência - operação 883;17204.25;Banco B;Não
MB000884;2026-05-23;Saída;Impostos;Impostos - operação 884;11385.87;Banco B;Sim
MB000885;2026-02-09;Saída;Outros;Outros - operação 885;12302.7;Banco C;Sim
MB000886;2026-02-27;Entrada;Tarifa bancária;Tarifa bancária - operação 886;8726.96;Banco B;Sim
MB000887;2026-03-18;Saída;Tarifa bancária;Tarifa bancária - operação 887;970.59;Banco C;Sim
MB000888;2026-07-25;Entrada;pagamento fornecedor;Pagamento fornecedor - operação 888;14842.04;Banco C;Sim
MB000889;2026-08-05;Entrada;Aluguel;Aluguel - operação 889;8385.04;Banco A;Sim
MB000890;2026-06-28;Saída;Outros;Outros - operação 890;6565.72;Banco C;Sim
MB000891;2026-04-18;Saída;Impostos;Impostos - operação 891;5418.57;Banco A;Sim
MB000892;2026-06-09;Saída;Pagamento fornecedor;Pagamento fornecedor - operação 892;13960.64;Banco A;Sim
MB000893;2026-04-14;Saída;Salário;Salário - operação 893;7485.3;Banco A;Sim
MB000894;2026-04-05;Entrada;Energia;Energia - operação 894;4280.5;Banco B;
MB000895;2026-05-31;Entrada;Tarifa bancária;Tarifa bancária - operação 895;7770.4;Banco A;Sim
MB000896;2026-03-04;Saída;Salário;Salário - operação 896;6083.2;Banco C;Sim
MB000897;2026-06-01;Saída;Pagamento fornecedor;Pagamento fornecedor - operação 897;1856.84;Banco A;Sim
MB000898;2026-02-08;Saída;Tarifa bancária;Tarifa bancária - operação 898;8893.04;Banco A;Sim
MB000899;2026-01-14;Entrada;Transferência;Transferência - operação 899;3237.44;Banco A;Sim
MB000900;2026-08-04;Saída;Impostos;Impostos - operação 900;12005.75;Banco A;Sim
MB000901;2026-02-12;Entrada;Impostos;Impostos - operação 901;1844.49;Banco C;Sim
MB000902;2026-01-11;Saída;Recebimento de cliente;Recebimento de cliente - operação 902;14794.66;Banco A;Sim
MB000903;2026-08-18;Saída;Transferência;Transferência - operação 903;1980.32;Banco C;Sim
MB000904;2026-06-07;Saída;Pagamento fornecedor;Pagamento fornecedor - operação 904;14980.85;Banco B;Sim
MB000905;2026-01-17;Saída;Energia;Energia - operação 905;2875.22;Banco C;Sim
MB000906;2026-01-25;Saída;Aluguel;Aluguel - operação 906;12418.12;Banco A;Sim
MB000907;2026-08-07;Saída;Salário;Salário - operação 907;12523.61;Banco B;Sim
MB000908;2026-05-11;Entrada;Energia;Energia - operação 908;11780.14;Banco B;Sim
MB000909;2026-07-26;Entrada;Energia;Energia - operação 909;12009.28;Banco A;Sim
MB000910;2026-04-29;Entrada;Salário;Salário - operação 910;710.52;Banco A;Não
MB000911;2026-08-13;Entrada;Salário;Salário - operação 911;1982.76;Banco B;Sim
MB000912;2026-02-08;Entrada;Energia;Energia - operação 912;13878.08;Banco C;Sim
MB000913;2026-05-29;Entrada;Transferência;Transferência - operação 913;7864.26;Banco A;Sim
MB000914;2026-07-06;Saída;Energia;Energia - operação 914;16876.98;Banco A;Sim
MB000915;2026-06-17;Entrada;Impostos;Impostos - operação 915;2859.73;Banco A;Sim
MB000916;2026-01-17;;Recebimento de cliente;Recebimento de cliente - operação 916;15148.13;Banco B;Sim
MB000917;2026-02-17;Saída;Transferência;Transferência - operação 917;11867.01;Banco B;Sim
MB000918;2026-04-26;Entrada;Impostos;Impostos - operação 918;13427.8;Banco C;Sim
MB000919;2026-06-18;Saída;Salário;Salário - operação 919;183.52;Banco A;Sim
MB000920;2026-04-17;Entrada;Transferência;Transferência - operação 920;15765.6;Banco B;Sim
MB000921;2026-01-11;Entrada;Aluguel;Aluguel - operação 921;9254.48;Banco B;Sim
MB000922;2026-02-21;Entrada;Tarifa bancária;Tarifa bancária - operação 922;740.16;Banco A;Sim
MB000923;2026-07-02;Saída;Impostos;Impostos - operação 923;6102.38;Banco A;Sim
MB000924;2026-07-17;Saída;Aluguel;Aluguel - operação 924;3838.56;Banco B;Sim
MB000925;2026-03-12;Saída;Tarifa bancária;Tarifa bancária - operação 925;16018.08;Banco C;Não
MB000926;2026-06-06;Entrada;Tarifa bancária;Tarifa bancária - operação 926;13866.33;Banco C;
MB000927;2026-04-27;Saída;Outros;Outros - operação 927;5258.97;Banco B;Sim
MB000928;2026-03-14;Saída;Recebimento de cliente;Recebimento de cliente - operação 928;7361.69;Banco C;Sim
MB000929;2026-05-02;Saída;Transferência;Transferência - operação 929;16458.19;Banco C;Não
MB000930;2026-03-01;Saída;Aluguel;Aluguel - operação 930;8114.42;Banco B;Sim
MB000931;2026-07-29;Entrada;Energia;Energia - operação 931;7136.89;Banco A;sim
MB000932;2026-02-28;Entrada;Aluguel;Aluguel - operação 932;;Banco B;Sim
MB000933;2026-04-12;Entrada;Tarifa bancária;Tarifa bancária - operação 933;907.36;Banco A;Sim
MB000934;2026-05-18;Saída;Tarifa bancária;tarifa bancária - operação 934;343.36;Banco C;Sim
MB000935;2026-07-16;Saída;Recebimento de cliente;Recebimento de cliente - operação 935;8964.61;  Banco C ;Sim
MB000936;2026-05-17;Saída;Energia;Energia - operação 936;14045.16;Banco A;Sim
MB000937;2026-05-24;Saída;Salário;Salário - operação 937;9833.89;Banco A;Sim
MB000938;2026-06-25;Saída;Pagamento fornecedor;Pagamento fornecedor - operação 938;5951.51;Banco A;Sim
MB000939;2026-01-06;Entrada;;Salário - operação 939;16762.92;Banco C;Sim
MB000940;2026-02-13;Entrada;energia;Energia - operação 940;7509.58;Banco B;Sim
MB000941;2026-07-06;Entrada;Impostos;Impostos - operação 941;1802.0;Banco B;Sim
MB000942;2026-05-19;Saída;Pagamento fornecedor;Pagamento fornecedor - operação 942;1418.25;Banco A;Sim
MB000943;2026-08-07;Entrada;Aluguel;Aluguel - operação 943;1234.38;Banco B;Sim
MB000944;2026-01-30;Saída;Impostos;Impostos - operação 944;2229.83;Banco C;Sim
MB000945;2026-05-11;Entrada;Transferência;Transferência - operação 945;;Banco B;Sim
MB000946;2026-04-02;Entrada;impostos;Impostos - operação 946;3216.35;Banco A;Sim
MB000947;2026-03-06;Entrada;Pagamento fornecedor;Pagamento fornecedor - operação 947;17858.61;Banco A;Sim
MB000948;2026-03-29;  Entrada ;Outros;Outros - operação 948;14683.16;Banco C;Sim
MB000949;2026-05-03;Saída;Recebimento de cliente;Recebimento de cliente - operação 949;6156.24;Banco B;Sim
MB000950;2026-01-27;Saída;Tarifa bancária;Tarifa bancária - operação 950;3861.86;Banco A;Não
MB000951;2026-06-13;Saída;Pagamento fornecedor;Pagamento fornecedor - operação 951;17571.66;Banco C;Sim
MB000952;2026-08-02;Saída;Outros;Outros - operação 952;13886.56;Banco B;Sim
MB000953;2026-06-14;Saída;Aluguel;;16204.47;Banco A;Sim
MB000954;2026-02-18;Entrada;Impostos;Impostos - operação 954;357.33;Banco C;Sim
MB000955;2026-06-16;Saída;Tarifa bancária;Tarifa bancária - operação 955;13507.7;Banco A;Sim
MB000956;2026-08-09;Saída;Pagamento fornecedor;Pagamento fornecedor - operação 956;2456.73;Banco A;Não
MB000957;2026-05-14;Saída;Pagamento fornecedor;Pagamento fornecedor - operação 957;10692.29;Banco B;Sim
MB000958;2026-05-22;Saída;Impostos;Impostos - operação 958;2199.57;Banco A;Sim
MB000959;2026-03-04;Entrada;  Outros ;Outros - operação 959;14807.85;Banco B;Sim
MB000960;2026-08-08;Entrada;Recebimento de cliente;Recebimento de cliente - operação 960;16905.92;Banco C;sim
MB000961;2026-06-28;Entrada;Tarifa bancária;Tarifa bancária - operação 961;17987.09;Banco B;Sim
MB000962;2026-08-06;Saída;Pagamento fornecedor;Pagamento fornecedor - operação 962;17553.58;Banco B;Sim
MB000963;2026-05-08;Entrada;Energia;Energia - operação 963;7353.33;Banco A;Sim
MB000964;2026-03-25;Entrada;Pagamento fornecedor;Pagamento fornecedor - operação 964;15657.61;Banco C;Não
MB000965;2026-06-03;Entrada;Impostos;Impostos - operação 965;2085.07;Banco B;Sim
MB000966;2026-03-23;Entrada;Salário;Salário - operação 966;10396.58;Banco C;Sim
MB000967;2026-03-01;Entrada;Energia;Energia - operação 967;5641.22;Banco C;Sim
MB000968;2026-08-08;Entrada;Outros;Outros - operação 968;16837.01;Banco C;Sim
MB000969;2026-03-18;Saída;Energia;Energia - operação 969;1852.82;Banco B;Sim
MB000970;2026-03-21;Saída;Pagamento fornecedor;Pagamento fornecedor - operação 970;11859.26;Banco B;  Sim 
MB000971;2026-02-05;Entrada;Pagamento fornecedor;Pagamento fornecedor - operação 971;17084.26;Banco C;Sim
MB000972;2026-01-28;Saída;Recebimento de cliente;Recebimento de cliente - operação 972;8472.55;Banco B;Sim
MB000973;2026-05-19;Entrada;Energia;Energia - operação 973;2900.58;Banco C;Sim
MB000974;2026-01-21;Saída;Salário;Salário - operação 974;3373.07;Banco C;Sim
MB000975;2026-06-11;Entrada;Transferência;Transferência - operação 975;3970.6;Banco C;Sim
MB000976;2026-02-13;Saída;Aluguel;Aluguel - operação 976;17814.16;Banco A;Sim
MB000977;2026-08-13;Entrada;Aluguel;Aluguel - operação 977;8893.12;Banco A;Sim
MB000978;2026-04-21;Entrada;Tarifa bancária;Tarifa bancária - operação 978;3504.87;Banco C;Sim
MB000979;2026-03-30;Entrada;Tarifa bancária;Tarifa bancária - operação 979;17528.3;Banco B;Não
MB000980;2026-03-15;Entrada;Aluguel;Aluguel - operação 980;11114.11;Banco A;Sim
MB000981;2026-03-07;Saída;Transferência;Transferência - operação 981;76.07;Banco A;Sim
MB000982;2026-06-01;Entrada;Energia;Energia - operação 982;12458.83;Banco C;Sim
MB000983;2026/07/28;Saída;Pagamento fornecedor;Pagamento fornecedor - operação 983;17410.78;Banco A;Sim
MB000984;2026-07-02;Entrada;  Aluguel ;Aluguel - operação 984;17966.7;Banco C;Sim
MB000985;2026-07-07;Entrada;Tarifa bancária;Tarifa bancária - operação 985;2436.67;Banco A;Sim
MB000986;2026-01-29;Saída;Recebimento de cliente;Recebimento de cliente - operação 986;11750.76;Banco C;Sim
MB000987;2026-08-01;Entrada;Tarifa bancária;Tarifa bancária - operação 987;1969.82;Banco A;Sim
MB000988;2026-02-06;Entrada;Pagamento fornecedor;Pagamento fornecedor - operação 988;15644.98;Banco B;Sim
MB000989;2026-04-07;Saída;Energia;Energia - operação 989;8009.24;Banco A;Sim
MB000990;2026-02-22;Saída;Impostos;Impostos - operação 990;3424.61;Banco C;Sim
MB000991;2026-05-06;Saída;  Energia ;Energia - operação 991;7902.24;Banco B;
MB000992;2026-04-21;Saída;Salário;salário - operação 992;1152.21;Banco A;Sim
MB000993;2026-05-15;Entrada;Aluguel;Aluguel - operação 993;7470.61;Banco B;Sim
MB000994;2026-03-14;Entrada;Salário;Salário - operação 994;7699.43;Banco A;Sim
MB000995;2026-07-21;Saída;Pagamento fornecedor;Pagamento fornecedor - operação 995;10577.4;Banco B;Sim
MB000996;2026-06-14;Entrada;Transferência;Transferência - operação 996;3656.59;Banco B;
MB000997;2026-04-10;Entrada;Salário;Salário - operação 997;8672.29;Banco B;Sim
MB000998;2026-01-05;Entrada;Transferência;Transferência - operação 998;6953.24;Banco C;Sim
MB000999;2026-06-14;Entrada;Pagamento fornecedor;Pagamento fornecedor - operação 999;4854.78;Banco B;Sim
MB001000;2026-03-07;Entrada;Energia;Energia - operação 1000;15522.94;Banco C;Sim
MB000779;2026-07-22;Entrada;Tarifa bancária;Tarifa bancária - operação 779;2129.5;Banco A;Sim
MB000335;2026-05-28;Saída;Transferência;Transferência - operação 335;4448.59;Banco C;Sim
MB000272;2026-07-05;Entrada;Salário;Salário - operação 272;12340.61;Banco B;Sim
MB000803;2026-08-16;Entrada;Energia;Energia - operação 803;3459.89;Banco C;Sim
MB000217;2026-02-02;Saída;Tarifa bancária;Tarifa bancária - operação 217;5976.38;Banco C;Não
MB000409;2026-06-12;Entrada;Pagamento fornecedor;Pagamento fornecedor - operação 409;10197.26;Banco C;Sim
MB000813;2026-04-10;Saída;Pagamento fornecedor;Pagamento fornecedor - operação 813;2558.11;Banco A;Sim
MB000095;2026-01-22;Entrada;Outros;Outros - operação 95;5360.06;Banco C;Sim
MB000488;04-03-2026;;Transferência;Transferência - operação 488;4023.92;Banco B;Sim
MB000171;2026-03-28;Entrada;Energia;Energia - operação 171;8085.07;Banco A;Não
MB000025;2026-06-04;Entrada;Outros;Outros - operação 25;1788.7;Banco A;Sim
MB000243;2026-03-21;Entrada;Outros;Outros - operação 243;6344.79;Banco B;Sim
MB000543;2026-06-12;Saída;Transferência;  Transferência - operação 543 ;3313.07;Banco A;Sim
MB000931;2026-07-29;Entrada;Energia;Energia - operação 931;7136.89;Banco A;sim
MB000887;2026-03-18;Saída;Tarifa bancária;Tarifa bancária - operação 887;970.59;Banco C;Sim
